,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
112,,1,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball.", Young boys in green and blue jerseys kick around a soccer ball.  , Young boys kick around a soccer ball.,"IsYoung(a),  IsInGreenAndBlueJerseys(a),  KicksSoccerBall(a)","IsYoung(a),  KicksSoccerBall(a)","[('  KicksSoccerBall(a)', 'IsYoung(a)'), ('  IsInGreenAndBlueJerseys(a)', 'IsYoung(a)'), ('  KicksSoccerBall(a)', 'IsYoung(a)')]","[(' Young boys', ' Young boys'), (' soccer ball', ' soccer ball')]",[],IsYoung(a) and IsInGreenAndBlueJerseys(a) and KicksSoccerBall(a),IsYoung(a) and KicksSoccerBall(a),(IsYoung(a) and IsInGreenAndBlueJerseys(a) and KicksSoccerBall(a) & (forall a (  KicksSoccerBall(a) -> IsYoung(a))) & (forall a (  IsInGreenAndBlueJerseys(a) -> IsYoung(a))) & (forall a (  KicksSoccerBall(a) -> IsYoung(a)))) -> (IsYoung(a) and KicksSoccerBall(a)),(exists a (IsYoung(a) and IsInGreenAndBlueJerseys(a) and KicksSoccerBall(a)) & (forall d (  KicksSoccerBall(d) -> IsYoung(d))) & (forall e (  IsInGreenAndBlueJerseys(e) -> IsYoung(e))) & (forall f (  KicksSoccerBall(f) -> IsYoung(f)))) -> (exists a (IsYoung(a) and KicksSoccerBall(a))),Valid
113,,1,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument.", A girl is playing a violin.  , A girl is playing an instrument.,IsPlayingViolin(a),IsPlayingInstrument(a),"[('IsPlayingViolin(a)', 'IsPlayingInstrument(a)'), ('IsPlayingInstrument(a)', 'IsPlayingViolin(a)')]","[(' A girl', ' A girl')]","[(' a violin', ' an instrument')]",IsPlayingViolin(a),IsPlayingInstrument(a),(IsPlayingViolin(a) & (forall a (IsPlayingViolin(a) -> IsPlayingInstrument(a))) & (forall a (IsPlayingInstrument(a) -> IsPlayingViolin(a)))) -> (IsPlayingInstrument(a)),(exists a (IsPlayingViolin(a)) & (forall d (IsPlayingViolin(d) -> IsPlayingInstrument(d))) & (forall e (IsPlayingInstrument(e) -> IsPlayingViolin(e)))) -> (exists a (IsPlayingInstrument(a))),Valid
114,,1,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.," ""Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom.""  "," ""Two boys are washing their hands.""","IsInBlueSoccerUniforms(b),  UsesWoodenSetOfSteps(b),  WashesHands(b),  IsInAdultSizedBathroom(b)",WashesHands(f),[],"[(' their hands', ' their hands')]","[(' Two small boys', ' Two boys')]",IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b),WashesHands(f),(exists b (IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b))) -> (forall f (WashesHands(f))),(exists b (IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b))) -> (exists f (WashesHands(f))),Valid
115,,1,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.," ""A soccer player in white kicks a ball, another soccer player lunges towards the ball, and a third soccer player in red follows close by.""  "," ""There are three soccer players.""","IsInWhite(a),  Kicks(a, b),  LungesTowards(c, d),  IsInRed(e),  FollowsCloseBy(e)","IsSoccerPlayer(f),  AreThree(f)","[('  IsInRed(e)', 'IsSoccerPlayer(f)'), ('IsSoccerPlayer(f)', '  IsInRed(e)'), ('  IsInRed(e)', '  AreThree(f)'), ('  AreThree(f)', '  IsInRed(e)'), ('  FollowsCloseBy(e)', 'IsSoccerPlayer(f)'), ('IsSoccerPlayer(f)', '  FollowsCloseBy(e)'), ('  FollowsCloseBy(e)', '  AreThree(f)'), ('  AreThree(f)', '  FollowsCloseBy(e)')]",[],"[(' A soccer player in white', ' Three soccer players'), (' a third soccer player in red', ' Three soccer players')]","IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e)",IsSoccerPlayer(f) and AreThree(f),"(exists e (exists a (IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e))) & (forall e (forall f (  IsInRed(e) -> IsSoccerPlayer(f)))) & (forall e (forall f (IsSoccerPlayer(f) ->   IsInRed(e)))) & (forall e (forall f (  IsInRed(e) ->   AreThree(f)))) & (forall e (forall f (  AreThree(f) ->   IsInRed(e)))) & (forall e (forall f (  FollowsCloseBy(e) -> IsSoccerPlayer(f)))) & (forall e (forall f (IsSoccerPlayer(f) ->   FollowsCloseBy(e)))) & (forall e (forall f (  FollowsCloseBy(e) ->   AreThree(f)))) & (forall e (forall f (  AreThree(f) ->   FollowsCloseBy(e))))) -> (forall f (IsSoccerPlayer(f) and AreThree(f)))","(exists c (exists b (exists e (exists a (exists d (IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e)))))) & (forall h (forall g (  IsInRed(g) -> IsSoccerPlayer(h)))) & (forall i (forall j (IsSoccerPlayer(i) ->   IsInRed(j)))) & (forall l (forall k (  IsInRed(k) ->   AreThree(l)))) & (forall n (forall m (  AreThree(m) ->   IsInRed(n)))) & (forall p (forall o (  FollowsCloseBy(o) -> IsSoccerPlayer(p)))) & (forall r (forall q (IsSoccerPlayer(q) ->   FollowsCloseBy(r)))) & (forall s (forall t (  FollowsCloseBy(s) ->   AreThree(t)))) & (forall u (forall v (  AreThree(u) ->   FollowsCloseBy(v))))) -> (exists f (IsSoccerPlayer(f) and AreThree(f)))",Valid
116,,1,"Children playing a video game together. Thus, the kids are indoors playing a video game."," ""Children are playing a video game together.""  "," ""The kids are indoors playing a video game.""","IsPlaying(b, a),  AreTogether(b)","IsIndoors(c),  IsPlaying(c, a)","[('IsIndoors(c)', '  AreTogether(b)'), ('  AreTogether(b)', '  IsPlaying(c, a)'), ('  IsPlaying(c, a)', '  AreTogether(b)')]","[(' video game', ' a video game')]",[],"IsPlaying(b, a) and AreTogether(b)","IsIndoors(c) and IsPlaying(c, a)","(IsPlaying(b, a) and AreTogether(b) & (forall c (forall b (IsIndoors(c) ->   AreTogether(b)))) & (forall a (forall c (forall b (  AreTogether(b) ->   IsPlaying(c, a))))) & (forall a (forall c (forall b (  IsPlaying(c, a) ->   AreTogether(b)))))) -> (IsIndoors(c) and IsPlaying(c, a))","(exists a (exists b (IsPlaying(b, a) and AreTogether(b))) & (forall e (forall f (IsIndoors(e) ->   AreTogether(f)))) & (forall i (forall h (forall g (  AreTogether(g) ->   IsPlaying(h,i))))) & (forall j (forall l (forall k (  IsPlaying(j,k) ->   AreTogether(l)))))) -> (exists a (exists c (IsIndoors(c) and IsPlaying(c, a))))",LF
117,,1,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another.," ""Two people in coats kiss on the side of a road.""  "," ""People show appreciation for another.""","IsInCoats(a),  Kiss(a),  IsOnSideOfRoad(a)","ShowAppreciation(e, f)","[('  Kiss(a)', 'ShowAppreciation(e, f)')]",[],"[(' Two people', ' People')]",IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a),"ShowAppreciation(e, f)","(exists a (IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a)) & (forall a (forall f (forall e (  Kiss(a) -> ShowAppreciation(e, f)))))) -> (forall e (ShowAppreciation(e, f)))","(exists a (IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a)) & (forall i (forall h (forall g (  Kiss(g) -> ShowAppreciation(h,i)))))) -> (exists e (exists f (ShowAppreciation(e, f))))",Valid
118,,1,Woman reading a book with a grocery tote. It follows that a woman is reading.," ""A woman is reading a book with a grocery tote.""  "," ""A woman is reading.""","IsReading(a),  HasGroceryTote(a)",IsReading(a),[],"[(' A woman', ' A woman')]",[],IsReading(a) and HasGroceryTote(a),IsReading(a),(IsReading(a) and HasGroceryTote(a)) -> (IsReading(a)),(exists a (IsReading(a) and HasGroceryTote(a))) -> (exists a (IsReading(a))),Valid
119,,1,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown."," ""A man wearing a brown hoodie is shopping for snacks.""  "," ""The man is wearing brown.""","IsWearingBrownHoodie(a),  IsShoppingFor(b)",IsWearingBrown(c),"[('IsWearingBrownHoodie(a)', 'IsWearingBrown(c)'), ('IsWearingBrown(c)', 'IsWearingBrownHoodie(a)')]",[],"[(' A man wearing a brown hoodie', ' The man')]",IsWearingBrownHoodie(a) and IsShoppingFor(b),IsWearingBrown(c),(exists a (IsWearingBrownHoodie(a) and IsShoppingFor(b)) & (forall a (forall c (IsWearingBrownHoodie(a) -> IsWearingBrown(c)))) & (forall a (forall c (IsWearingBrown(c) -> IsWearingBrownHoodie(a))))) -> (forall c (IsWearingBrown(c))),(exists a (exists b (IsWearingBrownHoodie(a) and IsShoppingFor(b))) & (forall e (forall d (IsWearingBrownHoodie(d) -> IsWearingBrown(e)))) & (forall f (forall g (IsWearingBrown(f) -> IsWearingBrownHoodie(g))))) -> (exists c (IsWearingBrown(c))),Valid
120,,1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera.", A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera.  , A man is in front of a camera.,"IsYoung(b),  IsInBlueTShirt(b),  IsInSweatpants(b),  StandsOverStove(b),  LooksAtCamera(b)",IsInFrontOfCamera(f),"[('IsInFrontOfCamera(f)', 'IsYoung(b)'), ('  LooksAtCamera(b)', 'IsInFrontOfCamera(f)'), ('IsInFrontOfCamera(f)', '  LooksAtCamera(b)')]","[(' camera', ' a camera')]","[(' A young man', ' A man')]",IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b),IsInFrontOfCamera(f),(exists b (IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b)) & (forall f (forall b (IsInFrontOfCamera(f) -> IsYoung(b)))) & (forall f (forall b (  LooksAtCamera(b) -> IsInFrontOfCamera(f)))) & (forall f (forall b (IsInFrontOfCamera(f) ->   LooksAtCamera(b))))) -> (forall f (IsInFrontOfCamera(f))),(exists b (IsYoung(b) and IsInBlueTShirt(b) and IsInSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b)) & (forall i (forall h (IsInFrontOfCamera(h) -> IsYoung(i)))) & (forall j (forall k (  LooksAtCamera(j) -> IsInFrontOfCamera(k)))) & (forall l (forall m (IsInFrontOfCamera(l) ->   LooksAtCamera(m))))) -> (exists f (IsInFrontOfCamera(f))),Valid
121,,1,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song."," ""The church choir sings joyous songs from the book at a church to the masses.""  "," ""The church is filled with song.""","SingsJoyousSongs(a),  IsFromBook(b, c),  IsAtChurch(a, d),  IsToMasses(b, e)","IsFilledWithSong(f, g)","[('SingsJoyousSongs(a)', 'IsFilledWithSong(f, g)'), ('IsFilledWithSong(f, g)', 'SingsJoyousSongs(a)'), ('IsFilledWithSong(f, g)', '  IsAtChurch(a, d)')]",[],"[(' The church choir', ' The church'), (' joyous songs', ' song')]","SingsJoyousSongs(a) and IsFromBook(b, c) and IsAtChurch(a, d) and IsToMasses(b, e)","IsFilledWithSong(f, g)","(exists b (exists a (SingsJoyousSongs(a) and IsFromBook(b, c) and IsAtChurch(a, d) and IsToMasses(b, e))) & (forall a (forall f (forall g (SingsJoyousSongs(a) -> IsFilledWithSong(f, g))))) & (forall a (forall f (forall g (IsFilledWithSong(f, g) -> SingsJoyousSongs(a))))) & (forall a (forall f (forall g (forall d (IsFilledWithSong(f, g) ->   IsAtChurch(a, d))))))) -> (forall g (forall f (IsFilledWithSong(f, g))))","(exists c (exists b (exists e (exists a (exists d (SingsJoyousSongs(a) and IsFromBook(b, c) and IsAtChurch(a, d) and IsToMasses(b, e)))))) & (forall i (forall h (forall j (SingsJoyousSongs(h) -> IsFilledWithSong(i,j))))) & (forall l (forall k (forall m (IsFilledWithSong(k,l) -> SingsJoyousSongs(m))))) & (forall q (forall p (forall o (forall n (IsFilledWithSong(n,o) ->   IsAtChurch(p,q))))))) -> (exists f (exists g (IsFilledWithSong(f, g))))",Valid
122,,1,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing.", A man and a woman are standing at the side of an inflatable climbing structure., A man and a woman are standing.,"IsStandingAt(a, c),  IsStandingAt(b, c),  IsAtSide(c, d)","IsStanding(a),  IsStanding(b)","[('IsStandingAt(a, c)', 'IsStanding(a)'), ('IsStanding(a)', 'IsStandingAt(a, c)'), ('  IsStandingAt(b, c)', '  IsStanding(b)'), ('  IsStanding(b)', '  IsStandingAt(b, c)')]","[(' A man', ' A man'), (' a woman', ' a woman')]",[],"IsStandingAt(a, c) and IsStandingAt(b, c) and IsAtSide(c, d)",IsStanding(a) and IsStanding(b),"(IsStandingAt(a, c) and IsStandingAt(b, c) and IsAtSide(c, d) & (forall a (forall c (IsStandingAt(a, c) -> IsStanding(a)))) & (forall a (forall c (IsStanding(a) -> IsStandingAt(a, c)))) & (forall c (forall b (  IsStandingAt(b, c) ->   IsStanding(b)))) & (forall c (forall b (  IsStanding(b) ->   IsStandingAt(b, c))))) -> (IsStanding(a) and IsStanding(b))","(exists a (exists c (exists d (exists b (IsStandingAt(a, c) and IsStandingAt(b, c) and IsAtSide(c, d))))) & (forall e (forall f (IsStandingAt(e,f) -> IsStanding(e)))) & (forall h (forall g (IsStanding(g) -> IsStandingAt(g,h)))) & (forall i (forall j (  IsStandingAt(i,j) ->   IsStanding(i)))) & (forall l (forall k (  IsStanding(k) ->   IsStandingAt(k,l))))) -> (exists a (exists b (IsStanding(a) and IsStanding(b))))",Valid
123,,1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.," ""An Asian teenager is wearing a white shirt with black stripes and is sitting on the steps with his face resting on his hand.""  "," ""The teenager is seated.""","IsAsian(a),  IsWearing(a, b),  IsSittingOn(a, c),  IsResting(d, e)",IsSeated(f),"[('IsSeated(f)', 'IsAsian(a)'), ('IsSeated(f)', '  IsWearing(a, b)'), ('  IsSittingOn(a, c)', 'IsSeated(f)'), ('IsSeated(f)', '  IsSittingOn(a, c)')]",[],"[(' Asian teenager', ' The teenager')]","IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)",IsSeated(f),"(exists a (IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)) & (forall a (forall f (IsSeated(f) -> IsAsian(a)))) & (forall a (forall f (forall b (IsSeated(f) ->   IsWearing(a, b))))) & (forall a (forall f (forall c (  IsSittingOn(a, c) -> IsSeated(f))))) & (forall a (forall f (forall c (IsSeated(f) ->   IsSittingOn(a, c)))))) -> (forall f (IsSeated(f)))","(exists c (exists b (exists e (exists a (exists d (IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)))))) & (forall h (forall g (IsSeated(g) -> IsAsian(h)))) & (forall i (forall j (forall k (IsSeated(i) ->   IsWearing(j,k))))) & (forall l (forall n (forall m (  IsSittingOn(l,m) -> IsSeated(n))))) & (forall p (forall o (forall q (IsSeated(o) ->   IsSittingOn(p,q)))))) -> (exists f (IsSeated(f)))",Valid
124,,1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking."," ""A boy in a red and black shirt walks through grass.""  "," ""The boy is walking.""","IsInRedAndBlackShirt(a),  WalksThroughGrass(a)",IsWalking(c),"[('IsWalking(c)', 'IsInRedAndBlackShirt(a)'), ('  WalksThroughGrass(a)', 'IsWalking(c)'), ('IsWalking(c)', '  WalksThroughGrass(a)')]",[],"[(' A boy in a red and black shirt', ' The boy')]",IsInRedAndBlackShirt(a) and WalksThroughGrass(a),IsWalking(c),(exists a (IsInRedAndBlackShirt(a) and WalksThroughGrass(a)) & (forall a (forall c (IsWalking(c) -> IsInRedAndBlackShirt(a)))) & (forall a (forall c (  WalksThroughGrass(a) -> IsWalking(c)))) & (forall a (forall c (IsWalking(c) ->   WalksThroughGrass(a))))) -> (forall c (IsWalking(c))),(exists a (IsInRedAndBlackShirt(a) and WalksThroughGrass(a)) & (forall e (forall d (IsWalking(d) -> IsInRedAndBlackShirt(e)))) & (forall f (forall g (  WalksThroughGrass(f) -> IsWalking(g)))) & (forall i (forall h (IsWalking(h) ->   WalksThroughGrass(i))))) -> (exists c (IsWalking(c))),Valid
125,,1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy.", The girls are having a great time looking for seashells.  , The girls are happy.,"IsHavingGreatTime(a),  IsLookingFor(b)",IsHappy(a),"[('IsHavingGreatTime(a)', 'IsHappy(a)'), ('IsHappy(a)', 'IsHavingGreatTime(a)')]","[(' The girls', ' The girls')]",[],IsHavingGreatTime(a) and IsLookingFor(b),IsHappy(a),(IsHavingGreatTime(a) and IsLookingFor(b) & (forall a (IsHavingGreatTime(a) -> IsHappy(a))) & (forall a (IsHappy(a) -> IsHavingGreatTime(a)))) -> (IsHappy(a)),(exists a (exists b (IsHavingGreatTime(a) and IsLookingFor(b))) & (forall c (IsHavingGreatTime(c) -> IsHappy(c))) & (forall d (IsHappy(d) -> IsHavingGreatTime(d)))) -> (exists a (IsHappy(a))),Valid
126,,1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums.", A small girl in a pink dress is playing electronic drum pads with sticks.  , A girl is playing electronic drums.,"IsSmall(a),  IsInPinkDress(a),  IsPlayingDrumPads(a),  UsesSticks(a)",IsPlayingElectronicDrums(e),"[('IsPlayingElectronicDrums(e)', 'IsSmall(a)'), ('  IsPlayingDrumPads(a)', 'IsPlayingElectronicDrums(e)'), ('IsPlayingElectronicDrums(e)', '  IsPlayingDrumPads(a)')]",[],"[(' A small girl', ' A girl'), (' electronic drum pads', ' electronic drums')]",IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and UsesSticks(a),IsPlayingElectronicDrums(e),(exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and UsesSticks(a)) & (forall e (forall a (IsPlayingElectronicDrums(e) -> IsSmall(a)))) & (forall a (forall e (  IsPlayingDrumPads(a) -> IsPlayingElectronicDrums(e)))) & (forall e (forall a (IsPlayingElectronicDrums(e) ->   IsPlayingDrumPads(a))))) -> (forall e (IsPlayingElectronicDrums(e))),(exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingDrumPads(a) and UsesSticks(a)) & (forall h (forall g (IsPlayingElectronicDrums(g) -> IsSmall(h)))) & (forall i (forall j (  IsPlayingDrumPads(i) -> IsPlayingElectronicDrums(j)))) & (forall l (forall k (IsPlayingElectronicDrums(k) ->   IsPlayingDrumPads(l))))) -> (exists e (IsPlayingElectronicDrums(e))),Valid
127,,1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo."," ""A blond woman has a tattoo of an angel on her arm."""," ""A person has a tattoo.""","IsBlond(b),  HasTattoo(b, a),  IsTattooOf(a, c),  IsOnArm(a, d)","HasTattoo(e, a)",[],"[(' a tattoo', ' a tattoo')]","[(' A blond woman', ' A person'), (' her arm', ' A person')]","IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d)","HasTattoo(e, a)","(exists d (exists b (IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d)))) -> (forall e (HasTattoo(e, a)))","(exists a (exists c (exists d (exists b (IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d)))))) -> (exists e (exists a (HasTattoo(e, a))))",Valid
