,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
112,,1,"Young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background. Thus, young boys kicking around a soccer ball.", Young boys in green and blue jerseys kick around a soccer ball.  , Young boys kicking around a soccer ball.,"IsYoung(a),  IsInGreenAndBlueJerseys(a),  Kicks(a, b)","IsYoung(a),  Kicks(a, b)","[('  IsInGreenAndBlueJerseys(a)', 'IsYoung(a)'), ('  Kicks(a, b)', 'IsYoung(a)')]","[(' Young boys', ' Young boys'), (' soccer ball', ' soccer ball')]",[],"IsYoung(a) and IsInGreenAndBlueJerseys(a) and Kicks(a, b)","IsYoung(a) and Kicks(a, b)","(IsYoung(a) and IsInGreenAndBlueJerseys(a) and Kicks(a, b) & (forall a (  IsInGreenAndBlueJerseys(a) -> IsYoung(a))) & (forall a (forall b (  Kicks(a, b) -> IsYoung(a))))) -> (IsYoung(a) and Kicks(a, b))","(exists a (exists b (IsYoung(a) and IsInGreenAndBlueJerseys(a) and Kicks(a, b))) & (forall d (  IsInGreenAndBlueJerseys(d) -> IsYoung(d))) & (forall f (forall e (  Kicks(e,f) -> IsYoung(e))))) -> (exists a (exists b (IsYoung(a) and Kicks(a, b))))",1
113,,1,"A girl playing a violin along with a group of people. Consequently, a girl is playing an instrument.", A girl is playing a violin.  , A girl is playing an instrument.,"IsPlaying(a, b)","IsPlaying(a, c)",[],"[(' A girl', ' A girl')]","[(' a violin', ' an instrument')]","IsPlaying(a, b)","IsPlaying(a, c)","(exists b (IsPlaying(a, b))) -> (forall c (IsPlaying(a, c)))","(exists a (exists b (IsPlaying(a, b)))) -> (exists a (exists c (IsPlaying(a, c))))",1
114,,1,Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom. It follows that two boys washing their hands.," ""Two small boys in blue soccer uniforms use a wooden set of steps to wash their hands in an adult-sized bathroom."""," ""Two boys are washing their hands.""","IsSmall(b),  IsInBlueSoccerUniforms(b),  UsesWoodenSetOfSteps(b),  WashesHands(b),  IsInAdultSizedBathroom(b)",AreWashingHands(f),"[('  IsInBlueSoccerUniforms(b)', 'AreWashingHands(f)'), ('  WashesHands(b)', 'AreWashingHands(f)'), ('AreWashingHands(f)', '  WashesHands(b)'), ('AreWashingHands(f)', '  IsInAdultSizedBathroom(b)')]","[(' their hands', ' their hands')]","[(' Two small boys', ' Two boys')]",IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b),AreWashingHands(f),(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b)) & (forall b (forall f (  IsInBlueSoccerUniforms(b) -> AreWashingHands(f)))) & (forall b (forall f (  WashesHands(b) -> AreWashingHands(f)))) & (forall b (forall f (AreWashingHands(f) ->   WashesHands(b)))) & (forall b (forall f (AreWashingHands(f) ->   IsInAdultSizedBathroom(b))))) -> (forall f (AreWashingHands(f))),(exists b (IsSmall(b) and IsInBlueSoccerUniforms(b) and UsesWoodenSetOfSteps(b) and WashesHands(b) and IsInAdultSizedBathroom(b)) & (forall g (forall h (  IsInBlueSoccerUniforms(g) -> AreWashingHands(h)))) & (forall j (forall i (  WashesHands(i) -> AreWashingHands(j)))) & (forall l (forall k (AreWashingHands(k) ->   WashesHands(l)))) & (forall m (forall n (AreWashingHands(m) ->   IsInAdultSizedBathroom(n))))) -> (exists f (AreWashingHands(f))),1
115,,1,A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by. This implies that there are three soccer players.," A soccer player in white kicks a ball, another soccer player lunges towards the ball, and a third soccer player in red follows close by.  ", There are three soccer players.,"IsInWhite(a),  Kicks(a, b),  LungesTowards(c, d),  IsInRed(e),  FollowsCloseBy(e)",AreSoccerPlayers(f),"[('IsInWhite(a)', 'AreSoccerPlayers(f)'), ('AreSoccerPlayers(f)', '  Kicks(a, b)'), ('  LungesTowards(c, d)', 'AreSoccerPlayers(f)'), ('  IsInRed(e)', 'AreSoccerPlayers(f)')]",[],"[(' A soccer player in white', ' Three soccer players'), (' a third soccer player in red', ' Three soccer players')]","IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e)",AreSoccerPlayers(f),"(exists e (exists a (IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e))) & (forall a (forall f (IsInWhite(a) -> AreSoccerPlayers(f)))) & (forall a (forall b (forall f (AreSoccerPlayers(f) ->   Kicks(a, b))))) & (forall d (forall f (forall c (  LungesTowards(c, d) -> AreSoccerPlayers(f))))) & (forall f (forall e (  IsInRed(e) -> AreSoccerPlayers(f))))) -> (forall f (AreSoccerPlayers(f)))","(exists c (exists e (exists a (exists d (exists b (IsInWhite(a) and Kicks(a, b) and LungesTowards(c, d) and IsInRed(e) and FollowsCloseBy(e)))))) & (forall g (forall h (IsInWhite(g) -> AreSoccerPlayers(h)))) & (forall j (forall i (forall k (AreSoccerPlayers(i) ->   Kicks(j,k))))) & (forall m (forall n (forall l (  LungesTowards(l,m) -> AreSoccerPlayers(n))))) & (forall o (forall p (  IsInRed(o) -> AreSoccerPlayers(p))))) -> (exists f (AreSoccerPlayers(f)))",1
116,,1,"Children playing a video game together. Thus, the kids are indoors playing a video game."," ""Children are playing a video game indoors.""  "," ""The kids are indoors playing a video game.""","IsPlaying(a, b),  IsIndoors(a)","IsIndoors(a),  IsPlaying(a, b)","[('IsPlaying(a, b)', 'IsIndoors(a)'), ('  IsPlaying(a, b)', '  IsIndoors(a)')]","[(' Children', ' The kids'), (' video game', ' a video game')]",[],"IsPlaying(a, b) and IsIndoors(a)","IsIndoors(a) and IsPlaying(a, b)","(IsPlaying(a, b) and IsIndoors(a) & (forall a (forall b (IsPlaying(a, b) -> IsIndoors(a)))) & (forall a (forall b (  IsPlaying(a, b) ->   IsIndoors(a))))) -> (IsIndoors(a) and IsPlaying(a, b))","(exists a (exists b (IsPlaying(a, b) and IsIndoors(a))) & (forall g (forall f (IsPlaying(f,g) -> IsIndoors(f)))) & (forall h (forall i (  IsPlaying(h,i) ->   IsIndoors(h))))) -> (exists a (exists b (IsIndoors(a) and IsPlaying(a, b))))",1
117,,1,Two people in coats kiss on the side of a road. This implies that people show their appreciation for another.," ""Two people in coats kiss on the side of a road.""  "," ""People show appreciation for others.""","IsInCoats(a),  Kiss(a),  IsOnSideOfRoad(a)","ShowAppreciationFor(d, e)","[('  Kiss(a)', 'ShowAppreciationFor(d, e)')]",[],"[(' Two people', ' People')]",IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a),"ShowAppreciationFor(d, e)","(exists a (IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a)) & (forall a (forall e (forall d (  Kiss(a) -> ShowAppreciationFor(d, e)))))) -> (forall d (ShowAppreciationFor(d, e)))","(exists a (IsInCoats(a) and Kiss(a) and IsOnSideOfRoad(a)) & (forall g (forall f (forall h (  Kiss(f) -> ShowAppreciationFor(g,h)))))) -> (exists d (exists e (ShowAppreciationFor(d, e))))",1
118,,1,Woman reading a book with a grocery tote. It follows that a woman is reading.," ""A woman is reading a book with a grocery tote."""," ""A woman is reading.""","IsReading(a),  HasGroceryTote(a)",IsReading(a),[],"[(' A woman', ' A woman')]",[],IsReading(a) and HasGroceryTote(a),IsReading(a),(IsReading(a) and HasGroceryTote(a)) -> (IsReading(a)),(exists a (IsReading(a) and HasGroceryTote(a))) -> (exists a (IsReading(a))),1
119,,1,"A man wearing a brown hoodie is shopping for snacks. As a consequence, the man is wearing brown."," ""A man wearing a brown hoodie is shopping for snacks.""  "," ""The man is wearing brown.""","IsWearingBrownHoodie(a),  IsShoppingForSnacks(a)",IsWearingBrown(c),"[('IsWearingBrownHoodie(a)', 'IsWearingBrown(c)'), ('  IsShoppingForSnacks(a)', 'IsWearingBrown(c)')]",[],"[(' A man wearing a brown hoodie', ' The man')]",IsWearingBrownHoodie(a) and IsShoppingForSnacks(a),IsWearingBrown(c),(exists a (IsWearingBrownHoodie(a) and IsShoppingForSnacks(a)) & (forall a (forall c (IsWearingBrownHoodie(a) -> IsWearingBrown(c)))) & (forall a (forall c (  IsShoppingForSnacks(a) -> IsWearingBrown(c))))) -> (forall c (IsWearingBrown(c))),(exists a (IsWearingBrownHoodie(a) and IsShoppingForSnacks(a)) & (forall d (forall e (IsWearingBrownHoodie(d) -> IsWearingBrown(e)))) & (forall g (forall f (  IsShoppingForSnacks(f) -> IsWearingBrown(g))))) -> (exists c (IsWearingBrown(c))),1
120,,1,"A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him. As a consequence, a man is in front of a camera."," ""A young man in a blue T-shirt and sweatpants stands over a stove and looks at the camera while another young man stands behind him."""," ""A man is in front of a camera.""","IsInBlueTShirtAndSweatpants(b),  StandsOverStove(b),  LooksAtCamera(b),  StandsBehind(d, b)",IsInFrontOfCamera(e),"[('  LooksAtCamera(b)', 'IsInFrontOfCamera(e)'), ('IsInFrontOfCamera(e)', '  LooksAtCamera(b)')]","[(' camera', ' camera')]","[(' A young man in a blue T-shirt and sweatpants', ' A man'), (' another young man', ' A man')]","IsInBlueTShirtAndSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b) and StandsBehind(d, b)",IsInFrontOfCamera(e),"(exists d (exists b (IsInBlueTShirtAndSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b) and StandsBehind(d, b))) & (forall b (forall e (  LooksAtCamera(b) -> IsInFrontOfCamera(e)))) & (forall b (forall e (IsInFrontOfCamera(e) ->   LooksAtCamera(b))))) -> (forall e (IsInFrontOfCamera(e)))","(exists d (exists b (IsInBlueTShirtAndSweatpants(b) and StandsOverStove(b) and LooksAtCamera(b) and StandsBehind(d, b))) & (forall g (forall f (  LooksAtCamera(f) -> IsInFrontOfCamera(g)))) & (forall h (forall i (IsInFrontOfCamera(h) ->   LooksAtCamera(i))))) -> (exists e (IsInFrontOfCamera(e)))",0
121,,1,"This church choir sings to the masses as they sing joyous songs from the book at a church. Therefore, the church is filled with song."," ""The church choir sings joyous songs from the book at a church to the masses.""  "," ""The church is filled with song.""","SingsJoyousSongs(a),  IsFromBook(b),  IsAtChurch(a, d),  IsToMasses(b, e)",IsFilledWithSong(f),"[('SingsJoyousSongs(a)', 'IsFilledWithSong(f)'), ('IsFilledWithSong(f)', 'SingsJoyousSongs(a)'), ('  IsAtChurch(a, d)', 'IsFilledWithSong(f)'), ('  IsToMasses(b, e)', 'IsFilledWithSong(f)')]",[],"[(' The church choir', ' The church'), (' joyous songs', ' song')]","SingsJoyousSongs(a) and IsFromBook(b) and IsAtChurch(a, d) and IsToMasses(b, e)",IsFilledWithSong(f),"(exists a (SingsJoyousSongs(a) and IsFromBook(b) and IsAtChurch(a, d) and IsToMasses(b, e)) & (forall a (forall f (SingsJoyousSongs(a) -> IsFilledWithSong(f)))) & (forall a (forall f (IsFilledWithSong(f) -> SingsJoyousSongs(a)))) & (forall a (forall f (forall d (  IsAtChurch(a, d) -> IsFilledWithSong(f))))) & (forall b (forall f (forall e (  IsToMasses(b, e) -> IsFilledWithSong(f)))))) -> (forall f (IsFilledWithSong(f)))","(exists a (exists b (exists e (exists d (SingsJoyousSongs(a) and IsFromBook(b) and IsAtChurch(a, d) and IsToMasses(b, e))))) & (forall h (forall i (SingsJoyousSongs(h) -> IsFilledWithSong(i)))) & (forall j (forall k (IsFilledWithSong(j) -> SingsJoyousSongs(k)))) & (forall m (forall n (forall l (  IsAtChurch(l,m) -> IsFilledWithSong(n))))) & (forall o (forall p (forall q (  IsToMasses(o,p) -> IsFilledWithSong(q)))))) -> (exists f (IsFilledWithSong(f)))",1
122,,1,"A man and a woman are standing at the side of an inflatable climbing structure. As a consequence, a man and a woman are standing.", A man and a woman are standing at the side of an inflatable climbing structure.  , A man and a woman are standing.,"IsStandingAtSide(a, c),  IsStandingAtSide(b, c),  IsSideOf(c, d)","IsStanding(a),  IsStanding(b)","[('IsStandingAtSide(a, c)', 'IsStanding(a)'), ('  IsStandingAtSide(b, c)', 'IsStanding(a)'), ('  IsStandingAtSide(b, c)', '  IsStanding(b)')]","[(' A man', ' A man'), (' A woman', ' a woman')]",[],"IsStandingAtSide(a, c) and IsStandingAtSide(b, c) and IsSideOf(c, d)",IsStanding(a) and IsStanding(b),"(IsStandingAtSide(a, c) and IsStandingAtSide(b, c) and IsSideOf(c, d) & (forall a (forall c (IsStandingAtSide(a, c) -> IsStanding(a)))) & (forall a (forall b (forall c (  IsStandingAtSide(b, c) -> IsStanding(a))))) & (forall b (forall c (  IsStandingAtSide(b, c) ->   IsStanding(b))))) -> (IsStanding(a) and IsStanding(b))","(exists a (exists b (exists d (exists c (IsStandingAtSide(a, c) and IsStandingAtSide(b, c) and IsSideOf(c, d))))) & (forall g (forall f (IsStandingAtSide(f,g) -> IsStanding(f)))) & (forall j (forall h (forall i (  IsStandingAtSide(h,i) -> IsStanding(j))))) & (forall l (forall k (  IsStandingAtSide(k,l) ->   IsStanding(k))))) -> (exists a (exists b (IsStanding(a) and IsStanding(b))))",0
123,,1,An asian teenager wearing a white shirt with black stripes is sitting on the steps with his face resting on his hand. This implies that the teenager is seated.," ""An Asian teenager is wearing a white shirt with black stripes and is sitting on the steps with his face resting on his hand.""  "," ""The teenager is seated.""","IsAsian(a),  IsWearing(a, b),  IsSittingOn(a, c),  IsResting(d, e)",IsSeated(f),"[('IsAsian(a)', 'IsSeated(f)'), ('  IsSittingOn(a, c)', 'IsSeated(f)'), ('IsSeated(f)', '  IsSittingOn(a, c)')]",[],"[(' An Asian teenager', ' The teenager')]","IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)",IsSeated(f),"(exists a (IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)) & (forall a (forall f (IsAsian(a) -> IsSeated(f)))) & (forall a (forall f (forall c (  IsSittingOn(a, c) -> IsSeated(f))))) & (forall a (forall f (forall c (IsSeated(f) ->   IsSittingOn(a, c)))))) -> (forall f (IsSeated(f)))","(exists c (exists e (exists a (exists d (exists b (IsAsian(a) and IsWearing(a, b) and IsSittingOn(a, c) and IsResting(d, e)))))) & (forall g (forall h (IsAsian(g) -> IsSeated(h)))) & (forall j (forall i (forall k (  IsSittingOn(i,j) -> IsSeated(k))))) & (forall m (forall n (forall l (IsSeated(l) ->   IsSittingOn(m,n)))))) -> (exists f (IsSeated(f)))",1
124,,1,"Boy in red and black shirt walks through grass. Therefore, the boy is walking."," ""A boy in a red and black shirt walks through grass.""  "," ""The boy is walking.""","IsInRedAndBlackShirt(a),  WalksThroughGrass(a)",IsWalking(d),"[('  WalksThroughGrass(a)', 'IsWalking(d)')]",[],[],IsInRedAndBlackShirt(a) and WalksThroughGrass(a),IsWalking(d),(IsInRedAndBlackShirt(a) and WalksThroughGrass(a) & (forall a (forall d (  WalksThroughGrass(a) -> IsWalking(d))))) -> (IsWalking(d)),(exists a (IsInRedAndBlackShirt(a) and WalksThroughGrass(a)) & (forall f (forall e (  WalksThroughGrass(e) -> IsWalking(f))))) -> (exists d (IsWalking(d))),1
125,,1,"These girls are having a great time looking for seashells. As a consequence, the girls are happy."," ""These girls are having a great time looking for seashells.""  "," ""The girls are happy.""","IsHavingGreatTime(a),  IsLookingFor(a, b)",IsHappy(c),"[('IsHavingGreatTime(a)', 'IsHappy(c)')]",[],[],"IsHavingGreatTime(a) and IsLookingFor(a, b)",IsHappy(c),"(IsHavingGreatTime(a) and IsLookingFor(a, b) & (forall a (forall c (IsHavingGreatTime(a) -> IsHappy(c))))) -> (IsHappy(c))","(exists a (exists b (IsHavingGreatTime(a) and IsLookingFor(a, b))) & (forall d (forall e (IsHavingGreatTime(d) -> IsHappy(e))))) -> (exists c (IsHappy(c)))",1
126,,1,"Small girl in a pink dress is playing electronic drum pads with sticks. Consequently, a girl is playing electronic drums."," ""A small girl in a pink dress is playing electronic drum pads with sticks.""  "," ""A girl is playing electronic drums.""","IsSmall(a),  IsInPinkDress(a),  IsPlayingWith(a, c),  UsesSticks(a)","IsPlayingWith(e, f)",[],[],"[(' A small girl', ' A girl'), (' electronic drum pads', ' electronic drums')]","IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c) and UsesSticks(a)","IsPlayingWith(e, f)","(exists c (exists a (IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c) and UsesSticks(a)))) -> (forall f (forall e (IsPlayingWith(e, f))))","(exists a (exists c (IsSmall(a) and IsInPinkDress(a) and IsPlayingWith(a, c) and UsesSticks(a)))) -> (exists f (exists e (IsPlayingWith(e, f))))",1
127,,1,"A blond woman with a tattoo of on an angel on her arm walking down the street, a concrete wall in the background. As a consequence, a person with a tattoo."," ""A blond woman has a tattoo of an angel on her arm.""  "," ""A person has a tattoo.""","IsBlond(b),  HasTattoo(b, a),  IsTattooOf(a, c),  IsOnArm(a, d)","HasTattoo(e, a)","[('  IsOnArm(a, d)', 'HasTattoo(e, a)')]","[(' a tattoo', ' a tattoo')]","[(' A blond woman', ' A person'), (' her arm', ' A person')]","IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d)","HasTattoo(e, a)","(exists d (exists b (IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d))) & (forall a (forall e (forall d (  IsOnArm(a, d) -> HasTattoo(e, a)))))) -> (forall e (HasTattoo(e, a)))","(exists a (exists b (exists d (exists c (IsBlond(b) and HasTattoo(b, a) and IsTattooOf(a, c) and IsOnArm(a, d))))) & (forall g (forall f (forall h (forall i (  IsOnArm(f,g) -> HasTattoo(h,i))))))) -> (exists a (exists e (HasTattoo(e, a))))",1
128,,1,"A tan dog chases a black and white soccer ball. Therefore, a dog is chasing a ball."," ""A tan dog chases a black and white soccer ball.""  "," ""A dog is chasing a ball.""","IsTan(a),  Chases(a, b),  IsBlackAndWhite(b)","IsChasing(a, c)","[('  Chases(a, b)', 'IsChasing(a, c)'), ('IsChasing(a, c)', '  Chases(a, b)')]","[(' A dog', ' A tan dog')]","[(' a black and white soccer ball', ' a ball')]","IsTan(a) and Chases(a, b) and IsBlackAndWhite(b)","IsChasing(a, c)","(exists b (IsTan(a) and Chases(a, b) and IsBlackAndWhite(b)) & (forall a (forall b (forall c (  Chases(a, b) -> IsChasing(a, c))))) & (forall a (forall b (forall c (IsChasing(a, c) ->   Chases(a, b)))))) -> (forall c (IsChasing(a, c)))","(exists a (exists b (IsTan(a) and Chases(a, b) and IsBlackAndWhite(b))) & (forall g (forall f (forall e (  Chases(e,f) -> IsChasing(e,g))))) & (forall j (forall h (forall i (IsChasing(h,i) ->   Chases(h,j)))))) -> (exists a (exists c (IsChasing(a, c))))",1
129,,1,"A dusty boy runs along a dirt path through the grass. As a consequence, a boy is outside running."," ""A dusty boy runs along a dirt path through the grass."""," ""A boy is outside running.""","IsDusty(a),  RunsAlongPath(a),  IsPathDirt(b),  ThroughGrass(a)","IsOutside(d),  IsRunning(d)","[('  RunsAlongPath(a)', 'IsOutside(d)'), ('IsOutside(d)', '  RunsAlongPath(a)'), ('  RunsAlongPath(a)', '  IsRunning(d)'), ('  ThroughGrass(a)', 'IsOutside(d)'), ('  ThroughGrass(a)', '  IsRunning(d)')]",[],"[(' A dusty boy', ' A boy')]",IsDusty(a) and RunsAlongPath(a) and IsPathDirt(b) and ThroughGrass(a),IsOutside(d) and IsRunning(d),(exists a (IsDusty(a) and RunsAlongPath(a) and IsPathDirt(b) and ThroughGrass(a)) & (forall a (forall d (  RunsAlongPath(a) -> IsOutside(d)))) & (forall d (forall a (IsOutside(d) ->   RunsAlongPath(a)))) & (forall a (forall d (  RunsAlongPath(a) ->   IsRunning(d)))) & (forall a (forall d (  ThroughGrass(a) -> IsOutside(d)))) & (forall a (forall d (  ThroughGrass(a) ->   IsRunning(d))))) -> (forall d (IsOutside(d) and IsRunning(d))),(exists a (exists b (IsDusty(a) and RunsAlongPath(a) and IsPathDirt(b) and ThroughGrass(a))) & (forall f (forall e (  RunsAlongPath(e) -> IsOutside(f)))) & (forall g (forall h (IsOutside(g) ->   RunsAlongPath(h)))) & (forall j (forall i (  RunsAlongPath(i) ->   IsRunning(j)))) & (forall l (forall k (  ThroughGrass(k) -> IsOutside(l)))) & (forall m (forall n (  ThroughGrass(m) ->   IsRunning(n))))) -> (exists d (IsOutside(d) and IsRunning(d))),1
