,logical_fallacies,label,articles,Claim,Implication,Referring Expressions - Claim,Referring Expressions - Implication,Property Implications,Equal Entities,Subset Entities,Claim Lfs,Implication Lfs,Logical Form,Logical Form 2,result
178,,1,"a man with a cap and not wearing shirt is laying a wooden bench. Consequently, a man relaxes on a bench."," ""A man with a cap and not wearing a shirt is laying on a wooden bench.""  "," ""A man relaxes on a bench.""","IsWearingCap(a),  IsNotWearingShirt(a),  IsLayingOnWoodenBench(a)","Relaxes(d),  IsOnBench(d)","[('  IsLayingOnWoodenBench(a)', 'Relaxes(d)'), ('  IsLayingOnWoodenBench(a)', '  IsOnBench(d)')]",[],"[(' A man with a cap', ' A man'), (' a wooden bench', ' a bench')]",IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOnWoodenBench(a),Relaxes(d) and IsOnBench(d),(exists a (IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOnWoodenBench(a)) & (forall d (forall a (  IsLayingOnWoodenBench(a) -> Relaxes(d)))) & (forall d (forall a (  IsLayingOnWoodenBench(a) ->   IsOnBench(d))))) -> (forall d (Relaxes(d) and IsOnBench(d))),(exists a (IsWearingCap(a) and IsNotWearingShirt(a) and IsLayingOnWoodenBench(a)) & (forall f (forall g (  IsLayingOnWoodenBench(f) -> Relaxes(g)))) & (forall i (forall h (  IsLayingOnWoodenBench(h) ->   IsOnBench(i))))) -> (exists d (Relaxes(d) and IsOnBench(d))),Valid
179,,1,"A man in a red shirt is being filmed by another man on a sports field with a huge audience of people watching and cheering. Therefore, the man is being filmed by another man.", A man in a red shirt is being filmed by another man on a sports field with a huge audience watching and cheering., The man is being filmed by another man.,"IsInRedShirt(b),  IsBeingFilmed(b),  IsFilming(a),  IsOnSportsField(b),  IsOnSportsField(a),  IsWatching(d),  IsCheering(d)","IsBeingFilmed(e),  IsFilming(a)","[('  IsBeingFilmed(b)', '  IsFilming(a)'), ('  IsFilming(a)', '  IsBeingFilmed(b)'), ('  IsFilming(a)', 'IsBeingFilmed(e)'), ('IsBeingFilmed(e)', '  IsFilming(a)')]","[(' another man', ' another man')]","[(' A man in a red shirt', ' The man')]",IsInRedShirt(b) and IsBeingFilmed(b) and IsFilming(a) and IsOnSportsField(b) and IsOnSportsField(a) and IsWatching(d) and IsCheering(d),IsBeingFilmed(e) and IsFilming(a),(exists b (IsInRedShirt(b) and IsBeingFilmed(b) and IsFilming(a) and IsOnSportsField(b) and IsOnSportsField(a) and IsWatching(d) and IsCheering(d)) & (forall a (forall b (  IsBeingFilmed(b) ->   IsFilming(a)))) & (forall a (forall b (  IsFilming(a) ->   IsBeingFilmed(b)))) & (forall e (forall a (  IsFilming(a) -> IsBeingFilmed(e)))) & (forall a (forall e (IsBeingFilmed(e) ->   IsFilming(a))))) -> (forall e (IsBeingFilmed(e) and IsFilming(a))),(exists d (exists a (exists b (IsInRedShirt(b) and IsBeingFilmed(b) and IsFilming(a) and IsOnSportsField(b) and IsOnSportsField(a) and IsWatching(d) and IsCheering(d)))) & (forall f (forall g (  IsBeingFilmed(f) ->   IsFilming(g)))) & (forall i (forall h (  IsFilming(h) ->   IsBeingFilmed(i)))) & (forall j (forall k (  IsFilming(j) -> IsBeingFilmed(k)))) & (forall m (forall l (IsBeingFilmed(l) ->   IsFilming(m))))) -> (exists a (exists e (IsBeingFilmed(e) and IsFilming(a)))),Valid
180,,1,"A man in a suit cheering in a library in front of children. Thus, a guy is cheering near some children.", A man in a suit is cheering in a library in front of children.  , A guy is cheering near some children.,"IsInSuit(b),  IsCheering(b),  IsInLibrary(b),  IsInFrontOfChildren(b)","IsCheering(d),  IsNearChildren(d)","[('  IsCheering(b)', '  IsNearChildren(d)'), ('  IsInLibrary(b)', '  IsNearChildren(d)'), ('  IsInFrontOfChildren(b)', 'IsCheering(d)'), ('  IsInFrontOfChildren(b)', '  IsNearChildren(d)')]","[(' some children', ' children')]",[],IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b),IsCheering(d) and IsNearChildren(d),(IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b) & (forall d (forall b (  IsCheering(b) ->   IsNearChildren(d)))) & (forall d (forall b (  IsInLibrary(b) ->   IsNearChildren(d)))) & (forall d (forall b (  IsInFrontOfChildren(b) -> IsCheering(d)))) & (forall d (forall b (  IsInFrontOfChildren(b) ->   IsNearChildren(d))))) -> (IsCheering(d) and IsNearChildren(d)),(exists b (IsInSuit(b) and IsCheering(b) and IsInLibrary(b) and IsInFrontOfChildren(b)) & (forall f (forall g (  IsCheering(f) ->   IsNearChildren(g)))) & (forall i (forall h (  IsInLibrary(h) ->   IsNearChildren(i)))) & (forall j (forall k (  IsInFrontOfChildren(j) -> IsCheering(k)))) & (forall m (forall l (  IsInFrontOfChildren(l) ->   IsNearChildren(m))))) -> (exists d (IsCheering(d) and IsNearChildren(d))),Valid
181,,1,A man in suit waiting for the green light. This implies that a man waits at a red light., A man in a suit is waiting for the green light.  , A man waits at a red light.,"IsInSuit(a),  IsWaitingForGreenLight(a)",IsWaitingAtRedLight(c),"[('  IsWaitingForGreenLight(a)', 'IsWaitingAtRedLight(c)')]",[],"[(' A man in a suit', ' A man')]",IsInSuit(a) and IsWaitingForGreenLight(a),IsWaitingAtRedLight(c),(exists a (IsInSuit(a) and IsWaitingForGreenLight(a)) & (forall a (forall c (  IsWaitingForGreenLight(a) -> IsWaitingAtRedLight(c))))) -> (forall c (IsWaitingAtRedLight(c))),(exists a (IsInSuit(a) and IsWaitingForGreenLight(a)) & (forall e (forall f (  IsWaitingForGreenLight(e) -> IsWaitingAtRedLight(f))))) -> (exists c (IsWaitingAtRedLight(c))),Valid
182,,1,"A man smokes while leaning against a pillar, which has a ""missing person"" flier posted on it. Thus, a guy smoking against a wall with a flier on it."," A man smokes while leaning against a pillar with a ""missing person"" flier posted on it.  ", A guy smokes against a wall with a flier on it.,"Smokes(a),  LeansAgainst(a, b),  HasFlier(b, c)","Smokes(d),  Against(d, e),  HasFlier(e, f)",[],[],"[(' ""missing person"" flier', ' a flier')]","Smokes(a) and LeansAgainst(a, b) and HasFlier(b, c)","Smokes(d) and Against(d, e) and HasFlier(e, f)","(exists c (Smokes(a) and LeansAgainst(a, b) and HasFlier(b, c))) -> (forall f (Smokes(d) and Against(d, e) and HasFlier(e, f)))","(exists a (exists b (exists c (Smokes(a) and LeansAgainst(a, b) and HasFlier(b, c))))) -> (exists d (exists e (exists f (Smokes(d) and Against(d, e) and HasFlier(e, f)))))",LF
183,,1,"A woman is standing at a podium. Thus, a person is at a podium."," ""A woman is standing at a podium.""  "," ""A person is at a podium.""","IsStandingAt(b, a)","IsAt(c, a)","[('IsStandingAt(b, a)', 'IsAt(c, a)')]","[(' podium', ' a podium')]","[(' A woman', ' A person')]","IsStandingAt(b, a)","IsAt(c, a)","(exists b (IsStandingAt(b, a)) & (forall a (forall b (forall c (IsStandingAt(b, a) -> IsAt(c, a)))))) -> (forall c (IsAt(c, a)))","(exists a (exists b (IsStandingAt(b, a))) & (forall e (forall f (forall g (IsStandingAt(e,f) -> IsAt(g,f)))))) -> (exists a (exists c (IsAt(c, a))))",Valid
184,,1,Four boys are about to be hit by an approaching wave. It follows that a wave is about hit some boys.," ""Four boys are about to be hit by an approaching wave.""  "," ""A wave is about to hit some boys.""","IsHitByWave(a),  IsApproaching(b)","IsAboutToHit(c, d)","[('IsAboutToHit(c, d)', 'IsHitByWave(a)'), ('  IsApproaching(b)', 'IsAboutToHit(c, d)')]",[],"[(' Four boys', ' some boys'), (' an approaching wave', ' A wave')]",IsApproaching(b) and IsHitByWave(a),"IsAboutToHit(c, d)","(exists b (exists a (IsApproaching(b) and IsHitByWave(a))) & (forall d (forall a (forall c (IsAboutToHit(c, d) -> IsHitByWave(a))))) & (forall d (forall b (forall c (  IsApproaching(b) -> IsAboutToHit(c, d)))))) -> (forall c (forall d (IsAboutToHit(c, d))))","(exists a (exists b (IsApproaching(b) and IsHitByWave(a))) & (forall e (forall f (forall g (IsAboutToHit(e,f) -> IsHitByWave(g))))) & (forall j (forall i (forall h (  IsApproaching(h) -> IsAboutToHit(i,j)))))) -> (exists d (exists c (IsAboutToHit(c, d))))",Valid
185,,1,"people are sitting on a bench in front of buildings. Thus, some people are seated on a bench outside.", People are sitting on a bench in front of buildings.  , Some people are seated on a bench outside.,"IsSittingOn(a, b),  IsInFrontOf(b, c)","IsSeatedOn(a, b),  IsOutside(b)","[('IsSittingOn(a, b)', 'IsSeatedOn(a, b)'), ('IsSeatedOn(a, b)', 'IsSittingOn(a, b)'), ('IsSittingOn(a, b)', '  IsOutside(b)'), ('  IsOutside(b)', 'IsSittingOn(a, b)')]","[(' People', ' People'), (' bench', ' bench')]",[],"IsSittingOn(a, b) and IsInFrontOf(b, c)","IsSeatedOn(a, b) and IsOutside(b)","(IsSittingOn(a, b) and IsInFrontOf(b, c) & (forall a (forall b (IsSittingOn(a, b) -> IsSeatedOn(a, b)))) & (forall a (forall b (IsSeatedOn(a, b) -> IsSittingOn(a, b)))) & (forall a (forall b (IsSittingOn(a, b) ->   IsOutside(b)))) & (forall a (forall b (  IsOutside(b) -> IsSittingOn(a, b))))) -> (IsSeatedOn(a, b) and IsOutside(b))","(exists a (exists b (exists c (IsSittingOn(a, b) and IsInFrontOf(b, c)))) & (forall d (forall e (IsSittingOn(d,e) -> IsSeatedOn(d,e)))) & (forall f (forall g (IsSeatedOn(f,g) -> IsSittingOn(f,g)))) & (forall j (forall i (forall h (IsSittingOn(h,i) ->   IsOutside(j))))) & (forall m (forall k (forall l (  IsOutside(k) -> IsSittingOn(l,m)))))) -> (exists a (exists b (IsSeatedOn(a, b) and IsOutside(b))))",Valid
186,,1,The skateboarder is jumping his board in the air while another skateboarder watches. This implies that a skateboarder is jumping.," ""A skateboarder is jumping his board in the air.""  "," ""A skateboarder is jumping.""","IsJumping(a),  HasBoard(a),  IsInAir(b)",IsJumping(a),"[('  IsInAir(b)', 'IsJumping(a)')]","[(' A skateboarder', ' A skateboarder')]",[],IsJumping(a) and HasBoard(a) and IsInAir(b),IsJumping(a),(IsJumping(a) and HasBoard(a) and IsInAir(b) & (forall a (forall b (  IsInAir(b) -> IsJumping(a))))) -> (IsJumping(a)),(exists a (exists b (IsJumping(a) and HasBoard(a) and IsInAir(b))) & (forall d (forall e (  IsInAir(d) -> IsJumping(e))))) -> (exists a (IsJumping(a))),Valid
187,,1,"A man wearing a black hat and coat makes a face with a crowd behind him. As a consequence, a guy is standing near a crowd of people.", A man wearing a black hat and coat makes a face with a crowd behind him., A guy is standing near a crowd of people.,"IsWearingBlackHat(a),  IsWearingCoat(a),  MakesFace(a),  HasCrowdBehindHim(a)",IsStandingNearCrowd(f),[],[],"[(' A man', ' a crowd of people'), (' crowd', ' a crowd of people')]",IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and HasCrowdBehindHim(a),IsStandingNearCrowd(f),(IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and HasCrowdBehindHim(a)) -> (IsStandingNearCrowd(f)),(exists a (IsWearingBlackHat(a) and IsWearingCoat(a) and MakesFace(a) and HasCrowdBehindHim(a))) -> (exists f (IsStandingNearCrowd(f))),LF
188,,1,"A group of soldiers march in a parade. Thus, a group of people march in a parade."," ""A group of soldiers march in a parade.""  "," ""A group of people march in a parade.""",MarchInParade(b),MarchInParade(c),[],"[(' a parade', ' parade')]","[(' A group of soldiers', ' Group of people'), (' a parade', ' Group of people')]",MarchInParade(b),MarchInParade(c),(exists b (MarchInParade(b))) -> (forall c (MarchInParade(c))),(exists b (MarchInParade(b))) -> (exists c (MarchInParade(c))),Valid
189,,1,The 3 dogs are cruising down the street. This implies that three dogs together.," ""The 3 dogs are cruising down the street.""  "," ""Three dogs are together.""","IsCruising(a, b)",AreTogether(a),"[('IsCruising(a, b)', 'AreTogether(a)')]","[(' The 3 dogs', ' Three dogs')]",[],"IsCruising(a, b)",AreTogether(a),"(IsCruising(a, b) & (forall a (forall b (IsCruising(a, b) -> AreTogether(a))))) -> (AreTogether(a))","(exists a (exists b (IsCruising(a, b))) & (forall d (forall e (IsCruising(d,e) -> AreTogether(d))))) -> (exists a (AreTogether(a)))",Valid
190,,1,"The gentleman is speaking while the others are listening. As a consequence, the man is being given respect."," ""The gentleman is speaking while the others are listening.""  "," ""The man is being given respect.""","IsSpeaking(a),  AreListening(b)",IsGivenRespect(c),[],[],"[(' The gentleman', ' The man')]",IsSpeaking(a) and AreListening(b),IsGivenRespect(c),(exists a (IsSpeaking(a) and AreListening(b))) -> (forall c (IsGivenRespect(c))),(exists a (exists b (IsSpeaking(a) and AreListening(b)))) -> (exists c (IsGivenRespect(c))),LF
191,,1,"One child in black is walking down a hill covered in white snow while 2 children are on their knees. Thus, there are three children in this picture, and they are all outside."," ""There are three children in the picture.""  "," ""The children are outside.""","IsInPicture(a, b)",IsOutside(c),"[('IsInPicture(a, b)', 'IsOutside(c)')]",[],[],"IsInPicture(a, b)",IsOutside(c),"(IsInPicture(a, b) & (forall a (forall b (forall c (IsInPicture(a, b) -> IsOutside(c)))))) -> (IsOutside(c))","(exists a (exists b (IsInPicture(a, b))) & (forall d (forall e (forall f (IsInPicture(d,e) -> IsOutside(f)))))) -> (exists c (IsOutside(c)))",Valid
192,,1,A group of people are sight seeing and taking pictures. It follows that there are a group of people.," ""A group of people are sightseeing and taking pictures.""  "," ""There are a group of people.""","IsSightseeing(a),  IsTakingPictures(a)",Exists(a),"[('IsSightseeing(a)', 'Exists(a)'), ('  IsTakingPictures(a)', 'Exists(a)')]","[(' A group of people', ' Group of people')]",[],IsSightseeing(a) and IsTakingPictures(a),Exists(a),(IsSightseeing(a) and IsTakingPictures(a) & (forall a (IsSightseeing(a) -> Exists(a))) & (forall a (  IsTakingPictures(a) -> Exists(a)))) -> (Exists(a)),(exists a (IsSightseeing(a) and IsTakingPictures(a)) & (forall d (IsSightseeing(d) -> Exists(d))) & (forall e (  IsTakingPictures(e) -> Exists(e)))) -> (exists a (Exists(a))),Valid
193,,1,"Army men grilling a lot of meat while his troop looks on. Hence, some of the people here have been in the armed forces."," ""Army men are grilling a lot of meat while their troop looks on.""  "," ""Some of the people here have been in the armed forces.""","IsGrilling(a, b),  IsLookedOn(c, a)",IsInArmedForces(d),"[('IsGrilling(a, b)', 'IsInArmedForces(d)')]",[],"[(' Army men', ' the armed forces'), (' their troop', ' the armed forces')]","IsGrilling(a, b) and IsLookedOn(c, a)",IsInArmedForces(d),"(IsGrilling(a, b) and IsLookedOn(c, a) & (forall d (forall a (forall b (IsGrilling(a, b) -> IsInArmedForces(d)))))) -> (IsInArmedForces(d))","(exists a (exists b (exists c (IsGrilling(a, b) and IsLookedOn(c, a)))) & (forall h (forall f (forall g (IsGrilling(f,g) -> IsInArmedForces(h)))))) -> (exists d (IsInArmedForces(d)))",Valid
194,,1,"The basketball player in red is challenging the player in white for the ball. Consequently, people are playing basketball."," ""The basketball player in red is challenging the player in white for the ball.""  "," ""People are playing basketball.""","IsInRed(a),  IsInWhite(b),  IsChallenging(a, b),  IsForBall(a)",IsPlayingBasketball(d),"[('  IsForBall(a)', 'IsPlayingBasketball(d)')]",[],"[(' The basketball player in red', ' People'), (' the player in white', ' People')]","IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsForBall(a)",IsPlayingBasketball(d),"(exists b (exists a (IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsForBall(a))) & (forall d (forall a (  IsForBall(a) -> IsPlayingBasketball(d))))) -> (forall d (IsPlayingBasketball(d)))","(exists a (exists b (IsInRed(a) and IsInWhite(b) and IsChallenging(a, b) and IsForBall(a))) & (forall f (forall g (  IsForBall(f) -> IsPlayingBasketball(g))))) -> (exists d (IsPlayingBasketball(d)))",Valid
195,,1,"A older man with gray hair wearing a gray suit next to a green and yellow taxi. Thus, a older man with gray hair wearing a gray suit."," ""An older man with gray hair is wearing a gray suit.""  "," ""There is an older man with gray hair wearing a gray suit.""","IsOlder(a),  HasGrayHair(a),  IsWearingGraySuit(a)","IsOlder(a),  HasGrayHair(a),  IsWearingGraySuit(a)","[('IsOlder(a)', '  HasGrayHair(a)'), ('  HasGrayHair(a)', 'IsOlder(a)'), ('IsOlder(a)', '  IsWearingGraySuit(a)'), ('  IsWearingGraySuit(a)', 'IsOlder(a)'), ('  HasGrayHair(a)', 'IsOlder(a)'), ('IsOlder(a)', '  HasGrayHair(a)'), ('  IsWearingGraySuit(a)', 'IsOlder(a)'), ('IsOlder(a)', '  IsWearingGraySuit(a)')]","[(' Older man', ' Older man'), (' gray hair', ' gray hair'), (' gray suit', ' gray suit')]",[],IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a),IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a),(IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a) & (forall a (IsOlder(a) ->   HasGrayHair(a))) & (forall a (  HasGrayHair(a) -> IsOlder(a))) & (forall a (IsOlder(a) ->   IsWearingGraySuit(a))) & (forall a (  IsWearingGraySuit(a) -> IsOlder(a))) & (forall a (  HasGrayHair(a) -> IsOlder(a))) & (forall a (IsOlder(a) ->   HasGrayHair(a))) & (forall a (  IsWearingGraySuit(a) -> IsOlder(a))) & (forall a (IsOlder(a) ->   IsWearingGraySuit(a)))) -> (IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a)),(exists a (IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a)) & (forall d (IsOlder(d) ->   HasGrayHair(d))) & (forall e (  HasGrayHair(e) -> IsOlder(e))) & (forall f (IsOlder(f) ->   IsWearingGraySuit(f))) & (forall g (  IsWearingGraySuit(g) -> IsOlder(g))) & (forall h (  HasGrayHair(h) -> IsOlder(h))) & (forall i (IsOlder(i) ->   HasGrayHair(i))) & (forall j (  IsWearingGraySuit(j) -> IsOlder(j))) & (forall k (IsOlder(k) ->   IsWearingGraySuit(k)))) -> (exists a (IsOlder(a) and HasGrayHair(a) and IsWearingGraySuit(a))),Valid
196,,1,"A man drops something, reaching for it while a woman in a beige blazer discusses an important topic. Hence, a woman is talking while a man is reaching for something.", A woman in a beige blazer discusses an important topic while a man is reaching for something.  , A woman talks while a man reaches for something.,"IsInBeigeBlazer(c),  DiscussesImportantTopic(c),  IsReachingForSomething(a)","Talks(e),  ReachesForSomething(a)","[('  DiscussesImportantTopic(c)', 'Talks(e)'), ('  IsReachingForSomething(a)', 'Talks(e)'), ('Talks(e)', '  IsReachingForSomething(a)'), ('  IsReachingForSomething(a)', '  ReachesForSomething(a)'), ('  ReachesForSomething(a)', '  IsReachingForSomething(a)')]","[(' a man', ' a man'), (' something', ' something.')]","[(' A woman in a beige blazer', ' A woman')]",IsInBeigeBlazer(c) and DiscussesImportantTopic(c) and IsReachingForSomething(a),Talks(e) and ReachesForSomething(a),(exists c (IsInBeigeBlazer(c) and DiscussesImportantTopic(c) and IsReachingForSomething(a)) & (forall e (forall c (  DiscussesImportantTopic(c) -> Talks(e)))) & (forall e (forall a (  IsReachingForSomething(a) -> Talks(e)))) & (forall a (forall e (Talks(e) ->   IsReachingForSomething(a)))) & (forall a (  IsReachingForSomething(a) ->   ReachesForSomething(a))) & (forall a (  ReachesForSomething(a) ->   IsReachingForSomething(a)))) -> (forall e (Talks(e) and ReachesForSomething(a))),(exists a (exists c (IsInBeigeBlazer(c) and DiscussesImportantTopic(c) and IsReachingForSomething(a))) & (forall h (forall g (  DiscussesImportantTopic(g) -> Talks(h)))) & (forall j (forall i (  IsReachingForSomething(i) -> Talks(j)))) & (forall k (forall l (Talks(k) ->   IsReachingForSomething(l)))) & (forall m (  IsReachingForSomething(m) ->   ReachesForSomething(m))) & (forall n (  ReachesForSomething(n) ->   IsReachingForSomething(n)))) -> (exists a (exists e (Talks(e) and ReachesForSomething(a)))),Valid
197,,1,A crowd watching a skateboarder. This implies that a person is skateboarding.," ""A person is skateboarding.""  "," ""A crowd is watching the skateboarding person.""",IsSkateboarding(a),"IsWatching(b, c),  IsSkateboarding(c)",[],[],"[(' A person', ' A crowd'), (' A person', ' the skateboarding person')]",IsSkateboarding(a),"IsWatching(b, c) and IsSkateboarding(c)","(exists a (IsSkateboarding(a))) -> (forall c (forall b (IsWatching(b, c) and IsSkateboarding(c))))","(exists a (IsSkateboarding(a))) -> (exists b (exists c (IsWatching(b, c) and IsSkateboarding(c))))",LF
198,,1,"A male guitar player is vigorously singing a not to a song in a poorly lit room. As a consequence, a man is singing indoors."," ""A male guitar player is singing in a poorly lit room.""  "," ""A man is singing indoors.""","IsMaleGuitarPlayer(a),  IsSinging(a),  IsInPoorlyLitRoom(a)","IsSinging(c),  IsIndoors(c)","[('  IsSinging(a)', '  IsIndoors(c)'), ('  IsInPoorlyLitRoom(a)', '  IsIndoors(c)')]",[],"[(' A male guitar player', ' A man'), (' room', ' indoors')]",IsMaleGuitarPlayer(a) and IsSinging(a) and IsInPoorlyLitRoom(a),IsSinging(c) and IsIndoors(c),(exists a (IsMaleGuitarPlayer(a) and IsSinging(a) and IsInPoorlyLitRoom(a)) & (forall a (forall c (  IsSinging(a) ->   IsIndoors(c)))) & (forall a (forall c (  IsInPoorlyLitRoom(a) ->   IsIndoors(c))))) -> (forall c (IsSinging(c) and IsIndoors(c))),(exists a (IsMaleGuitarPlayer(a) and IsSinging(a) and IsInPoorlyLitRoom(a)) & (forall e (forall f (  IsSinging(e) ->   IsIndoors(f)))) & (forall h (forall g (  IsInPoorlyLitRoom(g) ->   IsIndoors(h))))) -> (exists c (IsSinging(c) and IsIndoors(c))),Valid
